# Year  Internet_Explorer_Market_Share  US_Murder_Rate
2006		82.5			17600.0
2007		80.0			17300.0
2008		77.0			16400.0
2009		67.5			15600.0
2010		50.0			14800.0
2011		45.0			14700.0
